Weight,Train CI,Test CI,Train BS,Test BS,Likelihood,SD
[70.83119001 29.16880999],0.7662967529798602,0.7550651774693681,0.08866988232628316,0.12227796901048565,8.737088688521265e-186,8.208765054359889
[70.83119001 29.16880999],0.7662967529798602,0.7879237890612658,0.08866988232628316,0.12764738124379144,8.737088688521265e-186,7.161302654888862
[70.83119001 29.16880999],0.7662967529798602,0.7808990536277602,0.08866988232628316,0.12682330250453872,8.737088688521265e-186,6.738683350540641
[70.83119001 29.16880999],0.7662967529798602,0.7409111548357802,0.08866988232628316,0.13937016075286707,8.737088688521265e-186,7.314393664776532
[70.83119001 29.16880999],0.7662967529798602,0.7885840869090247,0.08866988232628316,0.11549197772480932,8.737088688521265e-186,7.292082020876973
[70.83119001 29.16880999],0.7662967529798602,0.7748707906648261,0.08866988232628316,0.11084748025372963,8.737088688521265e-186,6.987067298907299
[70.83119001 29.16880999],0.7662967529798602,0.7668459348307498,0.08866988232628316,0.1136124483519525,8.737088688521265e-186,7.490986486434584
[70.83119001 29.16880999],0.7662967529798602,0.7230187053901058,0.08866988232628316,0.10378830497368383,8.737088688521265e-186,6.871467412936047
[70.83119001 29.16880999],0.7662967529798602,0.7494719441638351,0.08866988232628316,0.12497787942470844,8.737088688521265e-186,7.536768467200015
[70.83119001 29.16880999],0.7662967529798602,0.7712313421538648,0.08866988232628316,0.11878574293709152,8.737088688521265e-186,6.467281756814175
[70.83119001 29.16880999],0.7662967529798602,0.766770290451373,0.08866988232628316,0.117887976308395,8.737088688521265e-186,6.346872431386897
[70.83119001 29.16880999],0.7662967529798602,0.7206253074274471,0.08866988232628316,0.10701561463705368,8.737088688521265e-186,7.253790748698433
[70.83119001 29.16880999],0.7662967529798602,0.7741690466063074,0.08866988232628316,0.11303357307498224,8.737088688521265e-186,7.007216946375079
[70.83119001 29.16880999],0.7662967529798602,0.7747942700396221,0.08866988232628316,0.11934518475495703,8.737088688521265e-186,7.521944068611143
[70.83119001 29.16880999],0.7662967529798602,0.7253650487250537,0.08866988232628316,0.14542002421456882,8.737088688521265e-186,6.44214254014606
[70.83119001 29.16880999],0.7662967529798602,0.7427133180038531,0.08866988232628316,0.13736923631914763,8.737088688521265e-186,7.444174376867794
[70.83119001 29.16880999],0.7662967529798602,0.7605115466004232,0.08866988232628316,0.12102606987178025,8.737088688521265e-186,8.303709339217791
[70.83119001 29.16880999],0.7662967529798602,0.7540213854021386,0.08866988232628316,0.1284515566346605,8.737088688521265e-186,8.07710030589936
[70.83119001 29.16880999],0.7662967529798602,0.7541883304448296,0.08866988232628316,0.11696561238394876,8.737088688521265e-186,6.837874475519832
[70.83119001 29.16880999],0.7662967529798602,0.7564667619076567,0.08866988232628316,0.1354044996098608,8.737088688521265e-186,7.337670408942138
[70.83119001 29.16880999],0.7662967529798602,0.7526871728154136,0.08866988232628316,0.11873147811638846,8.737088688521265e-186,6.740414712928578
[70.83119001 29.16880999],0.7662967529798602,0.7526969137925643,0.08866988232628316,0.11448092631548563,8.737088688521265e-186,6.756551448236268
[70.83119001 29.16880999],0.7662967529798602,0.7694305628616518,0.08866988232628316,0.09303471649616094,8.737088688521265e-186,7.91975373344191
[70.83119001 29.16880999],0.7662967529798602,0.7378559463986599,0.08866988232628316,0.11544240184285351,8.737088688521265e-186,7.80571922493923
[70.83119001 29.16880999],0.7662967529798602,0.758442265795207,0.08866988232628316,0.11942891937956378,8.737088688521265e-186,7.30691240731071
[70.83119001 29.16880999],0.7662967529798602,0.7726901319924576,0.08866988232628316,0.12047631909061264,8.737088688521265e-186,7.257917929143269
[70.83119001 29.16880999],0.7662967529798602,0.7895150391300249,0.08866988232628316,0.1255702634683864,8.737088688521265e-186,7.923542445789838
[70.83119001 29.16880999],0.7662967529798602,0.7388384754990925,0.08866988232628316,0.12158388308870698,8.737088688521265e-186,7.325477797465368
[70.83119001 29.16880999],0.7662967529798602,0.7510205306759515,0.08866988232628316,0.11694626365892663,8.737088688521265e-186,7.1751897507366875
[70.83119001 29.16880999],0.7662967529798602,0.7396643408231641,0.08866988232628316,0.12406103849150805,8.737088688521265e-186,7.951753706599968
[70.83119001 29.16880999],0.7662967529798602,0.7523591387998168,0.08866988232628316,0.12281727585396544,8.737088688521265e-186,7.174755757707699
[70.83119001 29.16880999],0.7662967529798602,0.7653543800306931,0.08866988232628316,0.1474551127856639,8.737088688521265e-186,7.3126939112121985
[70.83119001 29.16880999],0.7662967529798602,0.7580631411440425,0.08866988232628316,0.1365406001582899,8.737088688521265e-186,6.981638340322146
[70.83119001 29.16880999],0.7662967529798602,0.7825710218481153,0.08866988232628316,0.14002434860983903,8.737088688521265e-186,7.3735198674760625
[70.83119001 29.16880999],0.7662967529798602,0.7893324178396429,0.08866988232628316,0.1508246886330003,8.737088688521265e-186,7.769368323247257
[70.83119001 29.16880999],0.7662967529798602,0.7740982587064676,0.08866988232628316,0.12167857564558016,8.737088688521265e-186,7.530573066056819
[70.83119001 29.16880999],0.7662967529798602,0.733448841874886,0.08866988232628316,0.1178393284403697,8.737088688521265e-186,7.3560154302745495
[70.83119001 29.16880999],0.7662967529798602,0.7243034345197282,0.08866988232628316,0.11919007979586024,8.737088688521265e-186,6.484693034869692
[70.83119001 29.16880999],0.7662967529798602,0.7205401111993646,0.08866988232628316,0.11828131891281639,8.737088688521265e-186,5.906241981886185
[70.83119001 29.16880999],0.7662967529798602,0.7649909828674482,0.08866988232628316,0.12734517320260377,8.737088688521265e-186,7.061438948298197
[70.83119001 29.16880999],0.7662967529798602,0.7460828245767045,0.08866988232628316,0.10793367011982281,8.737088688521265e-186,6.882489464659396
[70.83119001 29.16880999],0.7662967529798602,0.7289482234102254,0.08866988232628316,0.12817951628975296,8.737088688521265e-186,6.678834267553705
[70.83119001 29.16880999],0.7662967529798602,0.7734672366340692,0.08866988232628316,0.12036256409468984,8.737088688521265e-186,7.644997221073925
[70.83119001 29.16880999],0.7662967529798602,0.7710773548072231,0.08866988232628316,0.11166264262422462,8.737088688521265e-186,7.647724838931259
[70.83119001 29.16880999],0.7662967529798602,0.7251799453958798,0.08866988232628316,0.11044496443791971,8.737088688521265e-186,6.878052435554974
[70.83119001 29.16880999],0.7662967529798602,0.7613424487259167,0.08866988232628316,0.1329005969790012,8.737088688521265e-186,7.242420634733323
[70.83119001 29.16880999],0.7662967529798602,0.7586033537673121,0.08866988232628316,0.1356111344650654,8.737088688521265e-186,7.3178687468589
[70.83119001 29.16880999],0.7662967529798602,0.7110143717574096,0.08866988232628316,0.12175369663678219,8.737088688521265e-186,7.475820115535483
[70.83119001 29.16880999],0.7662967529798602,0.7673960355273219,0.08866988232628316,0.13004490629565008,8.737088688521265e-186,6.7931372767090865
[70.83119001 29.16880999],0.7662967529798602,0.756651327217871,0.08866988232628316,0.12845465927469052,8.737088688521265e-186,7.642749331198404
[70.83119001 29.16880999],0.7662967529798602,0.7609018680252305,0.08866988232628316,0.14112201654089224,8.737088688521265e-186,7.2096000501091355
[70.83119001 29.16880999],0.7662967529798602,0.7650115304901188,0.08866988232628316,0.14481892587565615,8.737088688521265e-186,7.085324304208193
[70.83119001 29.16880999],0.7662967529798602,0.7648681055155875,0.08866988232628316,0.11657850348564537,8.737088688521265e-186,7.114850636052544
[70.83119001 29.16880999],0.7662967529798602,0.7537982447862602,0.08866988232628316,0.12690170734925596,8.737088688521265e-186,7.110336358429501
[70.83119001 29.16880999],0.7662967529798602,0.7482786179761466,0.08866988232628316,0.13116579372238596,8.737088688521265e-186,7.26067064892212
[70.83119001 29.16880999],0.7662967529798602,0.7574861977916466,0.08866988232628316,0.11293649796625982,8.737088688521265e-186,7.039147571747126
[70.83119001 29.16880999],0.7662967529798602,0.7527910195294479,0.08866988232628316,0.11771731814455477,8.737088688521265e-186,7.038347008690599
[70.83119001 29.16880999],0.7662967529798602,0.7350324234655407,0.08866988232628316,0.14114388827178578,8.737088688521265e-186,6.9705672114729085
[70.83119001 29.16880999],0.7662967529798602,0.7868750582605724,0.08866988232628316,0.1258215274006982,8.737088688521265e-186,7.08483905693897
[70.83119001 29.16880999],0.7662967529798602,0.7715699912652454,0.08866988232628316,0.12886888201234858,8.737088688521265e-186,7.610919810047259
[70.83119001 29.16880999],0.7662967529798602,0.78743923719307,0.08866988232628316,0.1095594552153508,8.737088688521265e-186,7.222871814509386
[70.83119001 29.16880999],0.7662967529798602,0.7617130307467057,0.08866988232628316,0.14002996338085033,8.737088688521265e-186,7.564890488351215
[70.83119001 29.16880999],0.7662967529798602,0.7538479966461041,0.08866988232628316,0.10664977716795099,8.737088688521265e-186,7.565560229710211
[70.83119001 29.16880999],0.7662967529798602,0.7506138735420503,0.08866988232628316,0.12668303951651808,8.737088688521265e-186,6.217910387248346
[70.83119001 29.16880999],0.7662967529798602,0.7517168434606659,0.08866988232628316,0.1256539407556431,8.737088688521265e-186,7.341394812575937
[70.83119001 29.16880999],0.7662967529798602,0.7488834690063666,0.08866988232628316,0.13196976696022894,8.737088688521265e-186,6.77556083167633
[70.83119001 29.16880999],0.7662967529798602,0.767238245273873,0.08866988232628316,0.12563814202997386,8.737088688521265e-186,6.804971159191742
[70.83119001 29.16880999],0.7662967529798602,0.7734897831712323,0.08866988232628316,0.10630900996316751,8.737088688521265e-186,7.571160075773174
[70.83119001 29.16880999],0.7662967529798602,0.7539198606271778,0.08866988232628316,0.10714359739307315,8.737088688521265e-186,7.384243492160916
[70.83119001 29.16880999],0.7662967529798602,0.7556430284765361,0.08866988232628316,0.13839668845035508,8.737088688521265e-186,7.030301146152945
[70.83119001 29.16880999],0.7662967529798602,0.7460812056850339,0.08866988232628316,0.12175702417639694,8.737088688521265e-186,7.374108254704448
[70.83119001 29.16880999],0.7662967529798602,0.7406478700761,0.08866988232628316,0.10650397504841431,8.737088688521265e-186,7.193085540802053
[70.83119001 29.16880999],0.7662967529798602,0.7637084686485136,0.08866988232628316,0.11120815916252452,8.737088688521265e-186,7.613180424043757
[70.83119001 29.16880999],0.7662967529798602,0.7700764535056006,0.08866988232628316,0.12296911489114204,8.737088688521265e-186,6.872030624637577
[70.83119001 29.16880999],0.7662967529798602,0.776586487662378,0.08866988232628316,0.10932997280811864,8.737088688521265e-186,7.781972230867371
[70.83119001 29.16880999],0.7662967529798602,0.753474921483877,0.08866988232628316,0.12827766384166348,8.737088688521265e-186,7.364377097107017
[70.83119001 29.16880999],0.7662967529798602,0.7478187869157197,0.08866988232628316,0.12895796066123208,8.737088688521265e-186,6.609031132728419
[70.83119001 29.16880999],0.7662967529798602,0.7522267454317284,0.08866988232628316,0.11640160685609557,8.737088688521265e-186,6.325276043217831
[70.83119001 29.16880999],0.7662967529798602,0.7850275123081378,0.08866988232628316,0.1211215290438615,8.737088688521265e-186,6.337495610186341
[70.83119001 29.16880999],0.7662967529798602,0.7563807214307365,0.08866988232628316,0.11121762568193809,8.737088688521265e-186,7.658201626785052
[70.83119001 29.16880999],0.7662967529798602,0.7652467576694951,0.08866988232628316,0.13544252241964508,8.737088688521265e-186,6.924337504172919
[70.83119001 29.16880999],0.7662967529798602,0.7326409017713366,0.08866988232628316,0.11823576600057623,8.737088688521265e-186,8.279697827157996
[70.83119001 29.16880999],0.7662967529798602,0.7647076461769116,0.08866988232628316,0.11862865542616662,8.737088688521265e-186,7.972123274506381
[70.83119001 29.16880999],0.7662967529798602,0.7391204413116764,0.08866988232628316,0.12440724967481266,8.737088688521265e-186,7.92511417876414
[70.83119001 29.16880999],0.7662967529798602,0.7277767336966735,0.08866988232628316,0.11708780841596653,8.737088688521265e-186,6.50060681301372
[70.83119001 29.16880999],0.7662967529798602,0.7484395687535464,0.08866988232628316,0.1299559515329988,8.737088688521265e-186,6.640336080105201
[70.83119001 29.16880999],0.7662967529798602,0.7529365572751366,0.08866988232628316,0.11838881032977643,8.737088688521265e-186,7.21730595686511
[70.83119001 29.16880999],0.7662967529798602,0.7298638464162764,0.08866988232628316,0.11174818273530929,8.737088688521265e-186,6.940348778305275
[70.83119001 29.16880999],0.7662967529798602,0.7480935195355406,0.08866988232628316,0.10790842277560816,8.737088688521265e-186,6.642259268181497
[70.83119001 29.16880999],0.7662967529798602,0.7633249509322866,0.08866988232628316,0.1155958713545533,8.737088688521265e-186,6.782653853773386
[70.83119001 29.16880999],0.7662967529798602,0.7838748200998255,0.08866988232628316,0.11262002786924581,8.737088688521265e-186,7.206836531576828
[70.83119001 29.16880999],0.7662967529798602,0.7813172553487783,0.08866988232628316,0.11132242831978588,8.737088688521265e-186,7.126037365338704
[70.83119001 29.16880999],0.7662967529798602,0.749225173940544,0.08866988232628316,0.10501651825163587,8.737088688521265e-186,7.166354186959615
[70.83119001 29.16880999],0.7662967529798602,0.7790877106351459,0.08866988232628316,0.11293692850842867,8.737088688521265e-186,7.284140611709852
[70.83119001 29.16880999],0.7662967529798602,0.73693169508836,0.08866988232628316,0.11471973003616014,8.737088688521265e-186,6.353126074155951
[70.83119001 29.16880999],0.7662967529798602,0.7643161984839799,0.08866988232628316,0.13342984157931914,8.737088688521265e-186,8.014480629584922
[70.83119001 29.16880999],0.7662967529798602,0.7201440667256414,0.08866988232628316,0.10719958292286745,8.737088688521265e-186,7.269406710850858
[70.83119001 29.16880999],0.7662967529798602,0.7581689854483139,0.08866988232628316,0.13250914458381163,8.737088688521265e-186,6.5092466296851885
[70.83119001 29.16880999],0.7662967529798602,0.7463484318320439,0.08866988232628316,0.1233971345473407,8.737088688521265e-186,5.859205748273812
[70.83119001 29.16880999],0.7662967529798602,0.729449066263308,0.08866988232628316,0.13408052494759423,8.737088688521265e-186,7.24360417306608
[70.83119001 29.16880999],0.7662967529798602,0.7629192222367219,0.08866988232628316,0.11506606842534581,8.737088688521265e-186,7.418225738693678
[70.83119001 29.16880999],0.7662967529798602,0.7151134717527764,0.08866988232628316,0.13395773515938028,8.737088688521265e-186,5.774378630066792
[70.83119001 29.16880999],0.7662967529798602,0.7874845665070618,0.08866988232628316,0.13787401397379206,8.737088688521265e-186,6.833753752574012
